_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
056.1582195744203	+32.0582552810920	056.15824451844	0.0975	+32.05822382040	0.0376	216676775052953216	3.1147	0.0992	4.910	0.231	-7.307	0.115	0	1.6478e+04	2.5875e+02	15.1461	0.0170	3.3537e+03	2.0533e+02	16.5376	0.0665	2.1871e+04	1.0188e+03	13.9123	0.0506	2.6253			3949.26			0.73	0.116
056.1623350146600	+32.0554871673064	056.16236022717	0.2811	+32.05545753217	0.1092	216676775052953600	3.5487	0.2890	4.963	0.650	-6.883	0.319	0	1.2321e+03	4.7732e+00	17.9617	0.0042	2.2494e+02	1.2370e+01	19.4712	0.0597	2.0113e+03	2.2423e+01	16.5033	0.0121	2.9680							
056.1585779121936	+32.0760472466474	056.15858751065	0.6305	+32.07603788637	0.2382	216676873835965952	-0.6252	0.6894	1.889	1.353	-2.174	0.634	0	3.7882e+02	1.6158e+00	19.2423	0.0046	1.5394e+02	1.0642e+01	19.8830	0.0751	6.3686e+02	1.2909e+01	17.7518	0.0220	2.1312							
056.2082405030240	+32.0626309703270	056.20815351485	0.1567	+32.06258050494	0.0655	216676912491904128	1.9584	0.1628	-17.122	0.374	-11.721	0.188	0	4.1944e+03	5.5594e+00	16.6317	0.0014	5.1431e+02	8.4471e+00	18.5733	0.0178	6.3660e+03	3.3841e+01	15.2522	0.0058	3.3211			4673.06				
056.1863201572096	+32.0673671259008	056.18631154025	0.2979	+32.06733553604	0.1205	216676981211381632	1.7754	0.3035	-1.696	0.725	-7.337	0.361	1	2.4752e+04	5.9550e+01	14.7043	0.0026	3.8807e+03	7.2321e+01	16.3791	0.0202	3.4522e+04	1.7459e+02	13.4167	0.0055	2.9624			4636.75	2.8620	1.4317		
056.2073907231038	+32.0594477285447	056.20741891885	0.4758	+32.05941573827	0.1956	216676912491904512	3.1007	0.5008	5.550	1.146	-7.430	0.576	0	3.3379e+03	4.9820e+00	16.8797	0.0016	3.6200e+02	8.5612e+00	18.9546	0.0257	5.3472e+03	1.5288e+01	15.4416	0.0031	3.5130			3934.73				
056.1913191234636	+32.0657727934173	056.19135823443	0.9262	+32.06575141634	0.3674	216676981209823232	3.8612	0.9646	7.698	1.918	-4.965	0.907	0	2.2745e+02	1.1833e+00	19.7961	0.0056	9.4883e+01	1.0847e+01	20.4084	0.1241	5.0602e+02	1.7457e+01	18.0015	0.0375	2.4069							
056.1933627002900	+32.0627762490700	056.19336270029	14.4722	+32.06277624907	9.2730	216676981210545152							0	6.7204e+01	3.2721e+00	21.1199	0.0529																
056.2034986904168	+32.0720451938829	056.20351849113	1.8587	+32.07201408194	0.6641	216677011274916736	1.0228	2.1774	3.897	3.896	-7.226	2.080	0	1.1665e+02	8.8081e-01	20.5211	0.0082	6.9237e+01	1.1276e+01	20.7505	0.1768	2.4692e+02	9.3774e+00	18.7805	0.0412	1.9700							
056.2170139096600	+32.0796349125708	056.21703276687	0.2023	+32.07960974660	0.0905	216677114353881088	3.3952	0.2455	3.711	0.437	-5.845	0.248	0	1.7621e+03	2.8402e+00	17.5733	0.0018	1.6111e+02	8.0595e+00	19.8336	0.0543	2.8245e+03	1.3538e+01	16.1346	0.0052	3.6990							
056.2338531665601	+32.0929088766278	056.23387006479	0.6005	+32.09285630149	0.2858	216677079994152960	2.6301	0.7004	3.325	1.170	-12.211	0.724	0	2.7779e+02	1.1458e+00	19.5791	0.0045	9.3720e+01	8.2811e+00	20.4218	0.0959	3.9450e+02	8.1222e+00	18.2718	0.0224	2.1500							
056.2367149853254	+32.0958665173221	056.23670860699	0.0927	+32.09585111635	0.0410	216677084290589696	0.5271	0.1111	-1.255	0.205	-3.577	0.117	0	6.2835e+03	3.6616e+00	16.1929	0.0006	1.8412e+03	1.2139e+01	17.1886	0.0072	6.8522e+03	1.4636e+01	15.1723	0.0023	2.0163			3745.00				
056.2211394270282	+32.0885785659611	056.22118395493	0.5606	+32.08854765208	0.2631	216677114354142848	1.3908	0.6617	8.762	1.117	-7.180	0.678	0	3.0169e+02	1.1364e+00	19.4895	0.0041	9.8291e+01	8.3057e+00	20.3701	0.0917	4.7392e+02	1.1335e+01	18.0726	0.0260	2.2975							
056.2337707268117	+32.0990303292701	056.23379390308	0.1162	+32.09900279955	0.0516	216677153010066048	3.3085	0.1384	4.560	0.255	-6.394	0.144	0	5.7768e+03	8.6765e+00	16.2841	0.0016	8.7879e+02	1.1006e+01	17.9917	0.0136	8.0065e+03	3.0630e+01	15.0033	0.0042	2.9884			4389.06				
056.2308597789469	+32.0877859046222	056.23085889978	0.2441	+32.08778255490	0.1099	216677079994148864	0.0218	0.2964	-0.173	0.520	-0.778	0.300	0	9.9614e+02	1.4402e+00	18.1926	0.0016	3.3879e+02	1.0291e+01	19.0266	0.0330	1.1488e+03	1.0702e+01	17.1113	0.0101	1.9153							
056.1775437042653	+32.1054077814157	056.17757692082	0.0649	+32.10536701642	0.0263	216677290449022592	3.2957	0.0738	6.535	0.139	-9.468	0.080	0	1.6217e+04	2.4354e+01	15.1634	0.0016	4.0217e+03	2.4490e+01	16.3404	0.0066	1.8863e+04	7.4776e+01	14.0729	0.0043	2.2675			4080.30			0.61	0.094
056.1866288992800	+32.0946040566300	056.18662889928	19.9861	+32.09460405663	4.2553	216677290447979904							0	7.1567e+01	1.2634e+00	21.0516	0.0192																
056.1893523993700	+32.0870524934000	056.18935239937	11.6669	+32.08705249340	2.0960	216677221728502016							1	8.0147e+01	1.1595e+00	20.9286	0.0157	8.8576e+01	1.9172e+01	20.4831	0.2350	1.8784e+02	1.8628e+01	19.0774	0.1077	1.4057							
056.1720512813263	+32.0815131460569	056.17208797005	0.4541	+32.08147995884	0.1743	216677256089287296	4.0418	0.4926	7.220	1.094	-7.708	0.540	0	6.9303e+02	1.8932e+00	18.5865	0.0030	1.0879e+02	1.1692e+01	20.2599	0.1167	1.2488e+03	1.0816e+01	17.0207	0.0094	3.2393							
056.1833078507744	+32.0943637467089	056.18330633118	0.6594	+32.09435871782	0.2952	216677286152839040	1.6105	0.7905	-0.299	1.352	-1.168	0.797	0	2.4747e+02	1.0380e+00	19.7046	0.0046	1.4720e+02	1.2409e+01	19.9316	0.0915	4.2893e+02	1.1937e+01	18.1809	0.0302	1.7507							
056.1818588103997	+32.0963438322878	056.18186106697	1.3116	+32.09632947326	0.4833	216677290447807104	0.9132	1.5782	0.444	2.437	-3.335	1.612	0	1.4893e+02	9.0094e-01	20.2559	0.0066	1.4160e+02	1.4593e+01	19.9737	0.1119	3.0229e+02	6.1562e+00	18.5609	0.0221	1.4128							
056.1954972640861	+32.0935689458885	056.19547766708	0.1349	+32.09355468589	0.0583	216677217433107072	1.0004	0.1604	-3.856	0.285	-3.312	0.166	0	2.6725e+03	2.6883e+00	17.1211	0.0011	6.6801e+02	9.3864e+00	18.2894	0.0153	3.2991e+03	1.2858e+01	15.9659	0.0042	2.3235							
056.2239281735902	+32.1144551398018	056.22393909776	0.2732	+32.11442079008	0.1235	216677359168494080	3.3838	0.3743	2.149	0.610	-7.978	0.323	0	2.0609e+03	3.4685e+00	17.4032	0.0018	1.8619e+02	9.0748e+00	19.6765	0.0529	3.4171e+03	2.6224e+01	15.9278	0.0083	3.7487							
056.1125699676837	+32.0788050912203	056.11259236137	0.1188	+32.07877647650	0.0516	216677565326935808	2.9455	0.1178	4.407	0.262	-6.646	0.139	0	1.8720e+04	6.3803e+01	15.0076	0.0037	3.8407e+03	5.4937e+01	16.3904	0.0155	2.3392e+04	1.7637e+02	13.8393	0.0082	2.5511			3541.00			1.18	0.196
056.1023759105474	+32.0658868231617	056.10239641106	0.1978	+32.06585447983	0.0893	216677530967199232	2.8325	0.1827	4.035	0.439	-7.512	0.235	0	3.2926e+03	1.2091e+01	16.8945	0.0040	3.8958e+02	1.0283e+01	18.8749	0.0287	5.2225e+03	7.3198e+01	15.4672	0.0152	3.4077			3742.98	1.8520	1.0440		
056.1203102996726	+32.0730444457784	056.12033037498	0.8774	+32.07301185703	0.3698	216677565326936448	3.8157	0.9231	3.951	1.776	-7.569	0.886	0	2.6617e+02	1.7160e+00	19.6255	0.0070	8.7046e+01	9.3764e+00	20.5020	0.1170	6.0556e+02	1.3108e+01	17.8065	0.0235	2.6955							
056.1084466787564	+32.0751256518919	056.10846602283	0.1054	+32.07509733856	0.0472	216677530967198208	3.0422	0.1024	3.807	0.227	-6.576	0.124	0	5.4007e+04	1.8533e+02	13.8572	0.0037	9.6849e+03	1.4716e+02	15.3861	0.0165	7.2017e+04	7.7400e+02	12.6183	0.0117	2.7678			4175.18	2.8745	1.4580	1.12	0.346
056.1366528634446	+32.0703538150357	056.13668132168	0.2760	+32.07031918115	0.1136	216677492310994816	3.4607	0.2957	5.601	0.598	-8.044	0.296	0	1.3652e+03	2.7421e+00	17.8503	0.0022	1.4976e+02	1.3305e+01	19.9129	0.0965	2.4546e+03	1.0516e+01	16.2870	0.0047	3.6260							
056.1147904975596	+32.0505717214109	056.11478364488	0.9161	+32.05056314905	0.3987	216677462246173440	2.0179	0.7850	-1.349	1.914	-1.991	0.984	0	2.4707e+02	1.4504e+00	19.7063	0.0064	9.1957e+01	7.8975e+00	20.4424	0.0932	4.9302e+02	8.8518e+00	18.0298	0.0195	2.4127							
056.1109524422605	+32.0662132476926	056.11099585676	0.1525	+32.06619081145	0.0681	216677530967198976	3.0190	0.1518	8.545	0.337	-5.211	0.179	0	1.0716e+04	2.3870e+01	15.6133	0.0024	1.0241e+03	1.4048e+01	17.8255	0.0149	1.6892e+04	1.2655e+02	14.1927	0.0081	3.6328			3560.22			0.85	0.105
056.1229873551236	+32.0679234523642	056.12301760612	0.4690	+32.06789696459	0.2035	216677492311821568	2.8517	0.4835	5.954	0.949	-6.152	0.498	0	5.5679e+02	1.5610e+00	18.8241	0.0030	1.0313e+02	1.1171e+01	20.3179	0.1176	1.1273e+03	7.9015e+00	17.1319	0.0076	3.1861							
056.1299586745100	+32.0996659531200	056.12995867451	1.2619	+32.09966595312	0.5530	216677668404928896							0	2.2397e+02	7.3748e+00	19.8129	0.0358	2.2778e+02	1.6425e+01	19.4576	0.0783	6.1931e+02	5.7446e+01	17.7822	0.1007	1.6754							
056.1486912616368	+32.0813300071945	056.14871471290	0.3020	+32.08129860678	0.1169	216677599686672512	3.3340	0.3388	4.615	0.670	-7.293	0.318	0	1.5676e+03	3.6855e+00	17.7003	0.0026	2.4082e+02	1.0908e+01	19.3971	0.0492	2.7808e+03	2.0996e+01	16.1515	0.0082	3.2457							
056.1293012630333	+32.0961211330108	056.12932689334	0.5149	+32.09608154343	0.2017	216677664110594560	4.4511	0.5032	5.043	1.027	-9.195	0.511	0	8.2140e+02	2.8520e+00	18.4020	0.0038	2.4169e+02	1.6816e+01	19.3932	0.0755	1.6020e+03	6.6704e+00	16.7503	0.0045	2.6430							
056.1435139485350	+32.1069747533009	056.14353860596	0.2504	+32.10694550997	0.1013	216677698470254976	3.3746	0.2574	4.851	0.574	-6.792	0.288	0	1.6707e+03	4.2351e+00	17.6311	0.0028	2.9963e+02	1.6511e+01	19.1599	0.0598	3.0893e+03	2.4572e+01	16.0373	0.0086	3.1226							
056.1431261622523	+32.0727556093394	056.14306892418	0.2538	+32.07269045338	0.1037	216677595390211968	1.3768	0.2718	-11.265	0.543	-15.133	0.267	0	1.0724e+03	2.4772e+00	18.1125	0.0025	2.3183e+02	1.0224e+01	19.4385	0.0479	1.7394e+03	1.2887e+01	16.6609	0.0080	2.7776							
056.0844746980917	+32.0954988263595	056.08449490539	0.5748	+32.09547161525	0.2212	216677805843882496	2.2947	0.5811	3.976	1.221	-6.320	0.627	0	6.7463e+02	2.5400e+00	18.6157	0.0041	1.1150e+02	1.2047e+01	20.2332	0.1173	1.2378e+03	1.4234e+01	17.0303	0.0125	3.2029							
056.0928542419092	+32.0952176342563	056.09287999902	0.1964	+32.09519199037	0.0844	216677840204841728	3.2236	0.1901	5.068	0.425	-5.956	0.219	0	4.7293e+03	6.9490e+01	16.5014	0.0160	9.4079e+02	3.6215e+01	17.9177	0.0418	6.8467e+03	2.9008e+02	15.1732	0.0460	2.7444			4267.03				
056.0885592184265	+32.0840293271101	056.08858242138	0.1736	+32.08400218489	0.0770	216677805845105408	3.1533	0.1658	4.566	0.377	-6.304	0.203	0	4.7721e+03	1.3896e+01	16.4916	0.0032	6.5971e+02	1.7038e+01	18.3030	0.0280	7.1642e+03	5.8280e+01	15.1240	0.0088	3.1790			4315.17				
056.1165660603958	+32.0888084445436	056.11658043214	0.4510	+32.08878155635	0.1905	216677767189697024	2.9220	0.4743	2.828	0.902	-6.245	0.455	0	5.7247e+02	2.4575e+00	18.7940	0.0047	1.6647e+02	1.9015e+01	19.7980	0.1240	1.0691e+03	1.0803e+01	17.1894	0.0110	2.6087							
056.1318898903123	+32.1148500894032	056.13191419911	0.3257	+32.11481823260	0.1300	216677908924314752	4.0329	0.2963	4.782	0.676	-7.399	0.357	0	1.5504e+03	3.7465e+00	17.7123	0.0026	2.5582e+02	1.5898e+01	19.3315	0.0675	2.8340e+03	1.5439e+01	16.1309	0.0059	3.2006							
056.1161901543200	+32.1254359282300	056.11619015432	0.7907	+32.12543592823	0.2892	216677977643790848							0	1.1334e+04	2.0733e+01	15.5524	0.0020	1.6959e+03	1.3188e+01	17.2779	0.0084	1.6368e+04	6.1318e+01	14.2270	0.0041	3.0509			3871.61				
056.1186105405435	+32.1229068405017	056.11863090134	0.0657	+32.12287593092	0.0288	216677977643791232	3.0467	0.0731	4.005	0.133	-7.179	0.078	0	2.9783e+04	3.1825e+01	14.5034	0.0012	7.2434e+03	7.3466e+01	15.7015	0.0110	3.4820e+04	2.1115e+02	13.4073	0.0066	2.2942			3476.33	2.7015	1.3473	1.52	0.306
056.1272395248831	+32.1082841280659	056.12726136158	0.2014	+32.10826027529	0.0818	216677908924315776	3.0960	0.1894	4.296	0.431	-5.540	0.234	1	4.7364e+03	5.7495e+00	16.4997	0.0013	9.4470e+02	1.5751e+01	17.9132	0.0181	7.2818e+03	2.8870e+01	15.1063	0.0043	2.8068			4092.99				
056.1299951457431	+32.1061490247470	056.13000951005	0.0785	+32.10610947822	0.0341	216677908924315904	3.0194	0.0813	2.826	0.188	-9.185	0.097	0	1.5109e+06	1.0342e+03	10.2403	0.0007	6.2223e+05	6.2858e+02	10.8665	0.0011	1.2855e+06	1.4242e+03	9.4892	0.0012	1.3773			4853.61			3.87	7.483
056.1136600596123	+32.1215923950061	056.11369142648	0.3692	+32.12155535001	0.1532	216677977642227456	3.4691	0.3716	6.170	0.793	-8.604	0.398	0	9.0944e+02	2.4167e+00	18.2914	0.0029	2.2490e+02	9.3730e+00	19.4714	0.0452	1.6094e+03	1.4507e+01	16.7453	0.0098	2.7261							
056.0986390529432	+32.1129266158950	056.09862770196	0.6101	+32.11291111159	0.2621	216677938988038528	5.1412	0.6356	-2.233	1.299	-3.601	0.655	1	9.1457e+03	4.9659e+01	15.7853	0.0059	1.5654e+03	2.6424e+01	17.3648	0.0183	1.4925e+04	6.3725e+01	14.3271	0.0046	3.0377			4276.84				
056.1066169687746	+32.1071480005055	056.10662073017	0.6346	+32.10713679745	0.2750	216677938988392320	-0.4601	0.6591	0.740	1.230	-2.602	0.625	0	3.2856e+02	1.8241e+00	19.3968	0.0060	2.1564e+02	1.7658e+01	19.5171	0.0889	6.6517e+02	1.0846e+01	17.7046	0.0177	1.8125							
056.1064684825792	+32.1047458461891	056.10651561569	0.4290	+32.10472691467	0.1819	216677943284055808	4.4714	0.4566	9.273	0.908	-4.397	0.452	0	1.9201e+03	2.4093e+01	17.4801	0.0136	2.8517e+02	1.7819e+01	19.2136	0.0678	3.7738e+03	9.7283e+01	15.8200	0.0280	3.3937							
056.1237711470986	+32.0978307170534	056.12380855900	0.1956	+32.09780650692	0.0813	216677874564578944	1.7864	0.2099	7.361	0.419	-5.623	0.209	0	1.9200e+03	3.3929e+00	17.4801	0.0019	4.0838e+02	1.0065e+01	18.8237	0.0268	2.9714e+03	1.2220e+01	16.0795	0.0045	2.7442							
056.1790805368955	+32.1149131618244	056.17907675993	0.3370	+32.11491142238	0.1420	216678046361694336	-0.0907	0.4097	-0.743	0.737	-0.404	0.420	0	7.2686e+02	1.5421e+00	18.5347	0.0023	2.2434e+02	1.1140e+01	19.4741	0.0539	1.1751e+03	1.1533e+01	17.0867	0.0107	2.3874							
056.1452940820304	+32.1093674689797	056.14531932974	0.0739	+32.10933862176	0.0306	216678080723006464	3.0534	0.0834	4.967	0.161	-6.700	0.093	0	2.9141e+04	5.9144e+01	14.5271	0.0022	6.5456e+03	7.7355e+01	15.8115	0.0128	3.5857e+04	2.3817e+02	13.3755	0.0072	2.4360			3405.33	2.8030	1.4135	1.61	0.316
056.1558223890770	+32.1032764636081	056.15584439739	0.0846	+32.10324879611	0.0352	216678012003529984	3.1664	0.0938	4.330	0.185	-6.426	0.104	1	1.5209e+04	1.3674e+01	15.2331	0.0010	2.9516e+03	1.7095e+01	16.6763	0.0063	1.9729e+04	4.9342e+01	14.0242	0.0027	2.6521			3678.77			0.87	0.124
056.1634809917376	+32.1265435695545	056.16350442411	0.1012	+32.12651592789	0.0425	216678115082741248	3.1335	0.1173	4.609	0.221	-6.420	0.126	0	1.7277e+04	7.5338e+01	15.0947	0.0047	2.6735e+03	5.2607e+01	16.7837	0.0214	2.5033e+04	3.1656e+02	13.7656	0.0137	3.0181			4177.26			0.62	0.104
056.1602051672827	+32.1265999887200	056.16022905215	0.0906	+32.12656168650	0.0377	216678115082741632	2.9296	0.1044	4.698	0.195	-8.896	0.113	0	2.9857e+04	1.2089e+02	14.5007	0.0044	5.6403e+03	1.2471e+02	15.9731	0.0240	3.9030e+04	4.8033e+02	13.2834	0.0134	2.6897			3726.50			1.26	0.276
056.1717118884310	+32.1075459816969	056.17172700524	0.3435	+32.10751267392	0.1425	216678046361699584	2.2550	0.4395	2.974	0.790	-7.736	0.401	0	8.1182e+02	1.8894e+00	18.4147	0.0025	1.5502e+02	1.1620e+01	19.8754	0.0814	1.5170e+03	1.1240e+01	16.8095	0.0080	3.0660							
056.1663424276400	+32.1035775841600	056.16634242764	2.2096	+32.10357758416	1.0659	216678012002576640							0	9.9677e+01	1.1092e+00	20.6919	0.0121																
056.1539433088013	+32.1126576207655	056.15392642725	0.2851	+32.11261529285	0.1308	216678076426514304	1.8525	0.3328	-3.321	0.602	-9.831	0.439	1	2.7322e+05	6.2616e+02	12.0971	0.0025	7.2401e+04	4.0749e+02	13.2020	0.0061	3.2180e+05	1.2961e+03	10.9930	0.0044	2.2091	10.55	0.19	3999.90	2.1560	1.1078	4.77	5.238
056.1619148250993	+32.1101215252861	056.16194144038	0.3056	+32.11009340140	0.1335	216678007707900416	3.3153	0.3600	5.236	0.646	-6.532	0.372	0	9.8114e+02	2.0187e+00	18.2090	0.0022	2.2079e+02	1.1053e+01	19.4914	0.0544	1.8983e+03	1.0051e+01	16.5660	0.0057	2.9254							
056.1554975654111	+32.1197788182649	056.15551878465	0.4226	+32.11974718535	0.2010	216678110787115776	2.5504	0.4927	4.174	0.902	-7.347	0.572	0	6.7648e+02	2.0714e+00	18.6127	0.0033	1.9906e+02	1.3312e+01	19.6039	0.0726	1.4040e+03	1.6466e+01	16.8935	0.0127	2.7104							
056.1860263223808	+32.1250586189663	056.18604546859	0.3554	+32.12503158869	0.1514	216678149442478080	3.0443	0.4313	3.766	0.778	-6.278	0.441	0	8.2793e+02	1.7830e+00	18.3934	0.0023	2.0846e+02	1.2110e+01	19.5538	0.0631	1.6458e+03	1.3417e+01	16.7209	0.0089	2.8329							
056.1857402127688	+32.1368188641186	056.18576559519	0.1766	+32.13679227301	0.0743	216678252521690624	3.1207	0.2119	4.992	0.391	-6.176	0.220	0	3.3093e+03	3.1765e+01	16.8890	0.0104	6.6174e+02	2.5321e+01	18.2997	0.0415	5.0855e+03	1.1835e+02	15.4961	0.0253	2.8036			4134.77				
056.1809151126418	+32.1381278477070	056.18092887182	0.0476	+32.13802413118	0.0190	216678252521690880	7.9910	0.0541	2.706	0.103	-24.089	0.060	0	4.7686e+04	2.3940e+01	13.9924	0.0005	1.3881e+04	5.6764e+01	14.9953	0.0044	5.0929e+04	8.8582e+01	12.9945	0.0019	2.0008			3691.00	0.3850	0.2183	0.60	0.061
056.1800890148200	+32.1337715649600	056.18008901482	9.8946	+32.13377156496	2.8229	216678218161104896							0	9.6550e+01	1.2612e+00	20.7265	0.0142																
056.1814392159182	+32.1283343144533	056.18145660370	0.3406	+32.12830452001	0.1488	216678149442477696	3.1666	0.4104	3.420	0.730	-6.920	0.420	1	7.5001e+02	2.3044e+00	18.5007	0.0033																
056.1781566445145	+32.1427133303111	056.17818068615	0.2104	+32.14268342823	0.0886	216678252521690368	3.3822	0.2498	4.728	0.463	-6.945	0.266	0	2.2150e+03	5.8255e+00	17.3249	0.0029	3.9360e+02	1.1512e+01	18.8637	0.0318	3.9237e+03	2.5314e+01	15.7777	0.0070	3.0861							
056.1712877792605	+32.1354099292785	056.17129786699	0.6912	+32.13537781414	0.3057	216678213866423424	2.4534	0.8341	1.984	1.456	-7.459	0.837	0	2.9944e+02	1.2592e+00	19.4976	0.0046	2.3917e+02	1.4174e+01	19.4046	0.0643	7.8504e+02	1.1497e+01	17.5247	0.0159	1.8800							
056.1812925029145	+32.1285979395122	056.18131629679	0.1448	+32.12857023757	0.0608	216678145146947712	3.1707	0.1713	4.680	0.318	-6.434	0.183	0	4.6034e+03	9.7404e+00	16.5307	0.0023	6.3314e+02	1.3706e+01	18.3476	0.0235	8.5120e+03	1.3332e+02	14.9368	0.0170	3.4108			3873.66				
056.1842923005366	+32.1464911377213	056.18430744414	0.4361	+32.14646031425	0.1906	216678248226162944	3.4834	0.5316	2.978	0.941	-7.159	0.539	0	5.2185e+02	1.2609e+00	18.8945	0.0026	2.8966e+02	1.2818e+01	19.1967	0.0480	1.1151e+03	1.0752e+01	17.1436	0.0105	2.0531							
056.1357591399550	+32.1451352491230	056.13578476369	0.2267	+32.14510463232	0.1008	216678389960646912	3.7078	0.2621	5.039	0.482	-7.111	0.281	0	2.4948e+04	2.7228e+01	14.6958	0.0012	4.1208e+03	3.7745e+01	16.3139	0.0099	3.5052e+04	1.2727e+02	13.4001	0.0039	2.9138			4570.21				
056.1605747804231	+32.1335202862816	056.16059611980	0.1208	+32.13349081045	0.0509	216678321241170304	3.2166	0.1407	4.197	0.263	-6.846	0.150	0	1.0086e+04	2.8923e+01	15.6791	0.0031	1.5154e+03	2.2506e+01	17.4001	0.0161	1.4664e+04	1.0022e+02	14.3463	0.0074	3.0537			3969.33			0.54	0.065
056.1578172335016	+32.1344978653363	056.15783630034	0.1334	+32.13446893631	0.0641	216678321241170432	3.1500	0.1539	3.750	0.264	-6.719	0.203	0	1.0478e+04	5.0364e+01	15.6376	0.0052	1.7504e+03	4.0639e+01	17.2436	0.0252	1.5302e+04	1.8976e+02	14.3000	0.0135	2.9435			4510.56				
056.1213174385903	+32.1326129098835	056.12134005902	0.2181	+32.13258930683	0.0903	216678355600911488	3.2361	0.2205	4.449	0.483	-5.482	0.244	0	2.2332e+03	3.7329e+00	17.3161	0.0018	3.1786e+02	1.1305e+01	19.0958	0.0386	3.5695e+03	2.0698e+01	15.8804	0.0063	3.2154							
056.1262379195946	+32.1285214185779	056.12626086948	0.4016	+32.12849351858	0.1813	216678355600912128	3.5738	0.4759	4.514	0.825	-6.480	0.480	0	6.0912e+02	2.2745e+00	18.7266	0.0041	1.5725e+02	1.9266e+01	19.8599	0.1330	1.2198e+03	1.3809e+01	17.0462	0.0123	2.8137							
056.1458815554020	+32.1492766336423	056.14589761991	0.4237	+32.14924452281	0.1914	216678389960645504	2.5112	0.4963	3.159	0.860	-7.458	0.508	0	5.3147e+02	2.0152e+00	18.8747	0.0041	5.1595e+02	2.6716e+01	18.5699	0.0562	1.2434e+03	1.7145e+01	17.0254	0.0150	1.5445							
056.1212772882507	+32.1308480822480	056.12133967245	0.5132	+32.13082511643	0.2124	216677973347630592	1.9212	0.5217	12.270	1.101	-5.334	0.552	0	5.3242e+02	1.9505e+00	18.8727	0.0040	1.6810e+02	1.6581e+01	19.7874	0.1071	1.0224e+03	1.2366e+01	17.2378	0.0131	2.5496							
056.1304940477800	+32.1249296916700	056.13049404778	10.7099	+32.12492969167	2.9385	216678355599962752							0	7.5059e+01	1.7944e+00	20.9999	0.0260	1.0290e+02	2.2528e+01	20.3203	0.2377	2.4789e+02	2.1770e+01	18.7763	0.0953	1.5441							
056.1418318684951	+32.1158626284196	056.14185764668	0.4420	+32.11583013870	0.2106	216678286879869056	4.2564	0.5260	5.071	0.894	-7.546	0.560	0	6.3792e+02	2.4252e+00	18.6765	0.0041	2.0517e+02	1.4997e+01	19.5711	0.0794	1.3825e+03	1.8906e+01	16.9102	0.0148	2.6609							
056.1364130797041	+32.1437464084239	056.13643969971	0.0727	+32.14372178926	0.0318	216678385665110912	3.0684	0.0808	5.235	0.150	-5.718	0.090	0	1.3257e+05	2.2233e+02	12.8823	0.0018	3.9608e+04	2.1181e+02	13.8569	0.0058	1.4058e+05	5.8287e+02	11.8921	0.0045	1.9648			3939.52	2.5300	1.3340	2.11	0.965
056.1349078490022	+32.1342371168200	056.13492484132	1.3523	+32.13423129571	0.5152	216678351305258240	-2.7914	1.6468	3.342	2.251	-1.352	1.570	0	1.3442e+02	1.2527e+00	20.3672	0.0101	1.5818e+02	1.5608e+01	19.8535	0.1071	3.6127e+02	1.6671e+01	18.3673	0.0501	1.4862							
056.1459316660369	+32.1269689703569	056.14598154077	0.2025	+32.12692664245	0.0884	216678286881434368	2.8081	0.2376	9.810	0.441	-9.831	0.255	0	4.0854e+04	9.9553e+01	14.1603	0.0026	8.4968e+03	8.6944e+01	15.5283	0.0111	5.1723e+04	3.5125e+02	12.9777	0.0074	2.5505			3681.00	2.9033	1.4727	1.60	0.424
056.1473519374492	+32.1267344037200	056.14737602063	0.1306	+32.12670241775	0.0537	216678286881434240	3.3510	0.1558	4.737	0.299	-7.429	0.156	0	9.7756e+03	3.9540e+01	15.7130	0.0044	1.4908e+03	3.2690e+01	17.4178	0.0238	1.4479e+04	1.3162e+02	14.3600	0.0099	3.0578			4107.23	1.4560	0.8367		
056.1479614054081	+32.1346182741375	056.14797998416	0.2591	+32.13458848400	0.1154	216678316945547008	3.0729	0.3030	3.654	0.540	-6.919	0.319	0	1.3559e+03	3.0435e+00	17.8578	0.0024	2.8862e+02	1.8182e+01	19.2006	0.0684	2.5484e+03	1.9019e+01	16.2463	0.0081	2.9543							
056.1357085875727	+32.1488401865850	056.13574817147	0.2355	+32.14881115423	0.1050	216678389960646400	4.0006	0.2718	7.784	0.498	-6.743	0.292	0	8.4400e+03	1.2086e+01	15.8725	0.0016	1.2177e+03	1.6980e+01	17.6375	0.0151	1.3076e+04	5.2818e+01	14.4707	0.0044	3.1668			4107.23	1.4775	0.8350		
056.1415817550955	+32.1483818427754	056.14160616945	0.0834	+32.14835256500	0.0355	216678389960645888	3.1312	0.0961	4.801	0.177	-6.800	0.105	0	2.2561e+04	3.8569e+01	14.8050	0.0019	4.9979e+03	7.0775e+01	16.1044	0.0154	2.7621e+04	2.0958e+02	13.6588	0.0082	2.4456			3539.05			1.22	0.209
